COMPONENT	COMPONENTDESC	COMPTYPE	BFUNCTION	BFUNCDESC	BFUNCCATEG	BFCONFLICT	CURR_STAT	FUT_STAT	CATEGORY
SAP_APPL	Logistics and Accounting	Others	LOG_MM_COMMODITY	Procure-to-Pay for Commodities	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_COMMODITY_02	Procure-to-Pay Commodities 2	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_COMMODITY_03	Procure-to-Pay Commodities 3	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_COMMODITY_04	Procure-to-Pay Commodities 4	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_COMMODITY_05	Procure-to-Pay for Commodities 5	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_EXT_REL	External rel. for purchase req.	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_MAA_1	MM Multiple Account Assignment	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_OM_1	ERP OPS Outsourced Manufacturing	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_MM_OM_2	Outsourced Mfg 2 in ERP OPS	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_MM_OPTIMIZATIONS	UI and Performance Optimizations	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_MM_OPT_POH	Optimization for PO History	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_P2PSE_1	Procurement - SRM Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
SAP_APPL	Logistics and Accounting	Others	LOG_MM_P2PSE_2	Procurement - SRM Integration 2	Enterprise BF / Enhancement Packages	Pass - No Impact	ON	Customer Switchable	SUPPORTED
SAP_APPL	Logistics and Accounting	Others	LOG_MM_P2PSE_3	"ERP, MM, Procurement and SRM Int"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_SERNO	Serial Numbers in Purchasing	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_MM_SIT	"MM, Stock in Transit & Act.Cstng"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_MM_SSP_1	"MM, Self-Service Procurement"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_MM_SUSTAIN_1	Sustainable Sourcing and Proc.	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_PPH_MDPSX_READ	MRP Performance Optimizations	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_BATCH_HISTORY	Batch History	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_PP_CFB	"PP, Food and Beverage"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_PP_EWM_MAN	EWM Integration in Manufacturing	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_EWM_MAN_2	EWM Integr. in Manufacturing 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_LMAN_02	Kanban Enh. for Lean Manufact.	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_LPO	SAP LPO Integration	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_PP_MES_INT_01	Integr. Production Orders MES	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_MES_INT_02	Integration Production/MES	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_MES_INT_03	Integration Production/MES 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_MIS	Manufacturing Information System	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_PROD_ORD_SPLIT	Order Split	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_WIP_BATCH	WIP Batch	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_PP_WIP_BATCH_02	WIP Batch Enhancements	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SCM_CUSTVEND_INT	"SCM, Customer Vendor Integration"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SCM_EQUIFUNCLOC_INT	"SCM, Equip / FuncLoc Integration"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SCM_EWM_INT	EWM Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SCM_MEAN_INT	"SCM, Additional GTINs (EAN/UPC)"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SDMM_CMPL_DLV_01	Checkbox for Complete Delivery	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SDMM_INCO_VERSIONS	SD MM Incoterms Versions	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SD_ADVORD	Adv. Order Process. and Billing	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_ANALYTICS_01	"SD, Analytics 01"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_CI_01	Sales & Distribution	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SD_CI_02	Sales & Distribution 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_COMMODITY	Contract-to-Cash for Commodities	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_COMMODITY_02	Contract-to-Cash Commodities 2	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_COMMODITY_03	Contract-to-Cash Commodities 3	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_COMMODITY_04	Contract-to-Cash Commodities 4	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_COMMODITY_05	Contract-to-Cash Commodities 5	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_FICA_DISTRIBUTED	SD/FI-CA Integration Dist.Syst.	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_JAM_INTEG	"SD, JAM Integration"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_JAM_INTEG_CDS	SD JAM Integration using CDS	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SD_PRICE_LIST	"SD, Price Lists"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SD_PRICE_LIST_2	"SD, Price Lists 2"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SD_REBATE_INDEX	"SD, Replacement of Rebate Index"	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_REBATE_INDEX_SBS	"SD, Elimination of VBOX (S-B-S)"	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_REPORT_OPT	"SD, Optimized Reports"	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SD_SIMP_02	S&D Simplification 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SEGMENTATION	Segmentation	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_SEGMENTATION_02	Segmentation Part II	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_SEGMENTATION_03	Segmentation Part III	Enterprise BF / Enhancement Packages		OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TMF_CIAP	Tax Declaration Framework-CIAP	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TMF_CIAP_02	Tax Declaration Framework-CIAP 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TMF_INT_1	Tax Declaration Framework # BR	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TMF_INT_1_1	ERP TDF Services - Brazil	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ERP_LOCL_BR01	TMS-ERP: Localization Brazil	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ERP_LOCL_BR02	TMS-ERP: Localization Brazil 02	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TM_INV_INT_II	TMS-ERP: Invoice Integration II	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TM_IV_INT	TMS-ERP: Invoice Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ORD_INT	ERP-TMS: Order Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ORD_INT_I	ERP-TMS: Ord. and Inv. Integ. 1	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ORD_INT_II	ERP-TMS: Order Integration 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ORD_INT_III	ERP-TMS: Order Integration 3	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ORD_INT_IV	ERP-TMS: Order Integration 4	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	LOG_TM_ORD_INT_TRQ	ERP-TMS: Basic Order Integration	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TM_SAG_INT_I	Sched. Agreement Int. with TM	Enterprise BF / Enhancement Packages	Not part of BF list	OFF	NOT-AVAILABLE	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_TRM_INT_2	Log-TRM Integ. for Commodities 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
SAP_APPL	Logistics and Accounting	Others	LOG_WM_ROLES_2	LOG_WM_ROLES_2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	MDG_CUST_ERPCLIENT_1	MDG Customer ERP Client	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	MDG_MATERIAL	MDG for Material	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Default State	OTHERS
SAP_APPL	Logistics and Accounting	Others	OIL_OPM_UPST	Op. Perf. Management Upstream	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	OIL_OPM_UPSTGIS	Integration of GIS	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	OIL_OPM_UPST_CI_1	Op. Perf. Management Upstream 1	Industries Business Functions	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	OPS_ADVRETURNS_1	Advanced Returns Management	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	OPS_ADVRETURNS_2	Advanced Returns Management 2	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	OPS_PS_CI_2	"PS, Performance Improvements"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	OPS_PS_CI_3	"PS, Performance Improvements 3"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	OPS_SME_SIMP_01	SME Simplification 1	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	PLM_CFO_IMPEXPMPN	cFolders Import Export of MPNs	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
SAP_APPL	Logistics and Accounting	Others	PLM_CFO_ORDWBSBOM	Export Order/WBS-BOM to cFolders	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	OFF	OTHERS
SAP_APPL	Logistics and Accounting	Others	PLM_EDM_DISPLAYCHANGESWITHACL	Display Changes to ACL	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	PLM_MDOC_DMS_INT	DMS Int with SAP Mobile Doc.	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	PLM_VCHLL_HANA	Low-Level VC with SAP HANA	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	PLM_VIP_1	"PLM, Visual Instance Planner"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	PLM_VMP_1	"PLM,Visual Manufacturing Planner"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	PLM_VMP_2	Visual Manufacturing Planner	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	PRS_GEN_UI	"Prof. Services, UI Enhancements"	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	PS_GOVPROC_ITEMTYPES	"PS, Item Hierarchies"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	PS_GOVPROC_SCCMT	"PS, Shopping Cart Commitment"	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	RE_CO_INTEGRATION	Real Estate: CO Integration	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	SCM_GEN_02	Integration of SCM and ERP 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_APPL	Logistics and Accounting	Others	SD_01	Logistics S&D Simplification	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_APPL	Logistics and Accounting	Others	SPE_CI_1	SPM: Innovations in ERP	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_BASIS	SAP Basis Component	Others	BC_SRV_STW_01	StreamWork ABAP Integration 1	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_BASIS	SAP Basis Component	Others	BC_SRV_STW_02	StreamWork ABAP Integration 2	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_BASIS	SAP Basis Component	Others	BC_SRV_STW_03	Social Media ABAP Integration	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_BASIS	SAP Basis Component	Others	DAAG_DATA_AGING	Data Aging	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_BASIS	SAP Basis Component	Others	DA_ARCHOBJ_STANDARD_1	Standardization - Arch. Objects	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_BASIS	SAP Basis Component	Others	DA_ARCHOBJ_STANDARD_2	Standardization - Arch. Objects	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
SAP_BASIS	SAP Basis Component	Others	DA_COCKPIT_ILM	Data Archiving Cockpit	Enterprise BF / Enhancement Packages	Pass - No Impact	OFF	Customer Switchable	OTHERS
SAP_BASIS	SAP Basis Component	Others	ERP_CA_INT_ADD_VERSN	International Address Versioning	Enterprise BF / Enhancement Packages	Warning	OFF	ALWAYS ON	NEW
